# EFIGI_SDSS.txt version 1.6.2 :
#
#        This file contains the PGC name, 
#        the unique SDSS photometric identifier and SDSS spectroscopic identifier,
#        the SDSS redshift, uncertainty and confidence level,
#	 for the 4458 galaxies of the EFIGI catalogue
#
# Table provided from http://efigi.org 
#
# Any use of these data must reference :
#  Baillard, B., Bertin, E., de Lapparent, V., et al. 2011, A&A, 532, A74
#
# Comments on table content should be sent to the EFIGI user forum: http://efigi.org/forum
# or to Valerie de Lapparent (lapparen at iap.fr) and Emmanuel Bertin (bertin at iap.fr)
#
###########################################################################################################################
#
# Description  
#--------------
#
#      PGC_name	     PGC name		
#      objID	     Unique SDSS photometric identifier composed from skyVersion, rerun, run, camcol, field, obj
#      specObjID     Unique SDSS spectroscopic identifier
#      z  	     Redshift 
#      zErr  	     Uncertainty in redshift 
#      zConf         Confidence level in redshift 
#
# Notes  
#-------
#
#    Objects are ordered with increasing PGC number
#    Undefined values of SDSS photometric and spectroscopic identifiers are listed as "none"
#    Undefined values of z, zErr and zConf are listed as -99.99
#    
###########################################################################################################################
#
# PGC_name       objId            SpecObjId             z         zErr         zConf
PGC0028305 587739375629893751 548261264418144256    0.004859   9.511e-05      0.9948
PGC0028317 587739115247239245        none             -99.99      -99.99      -99.99
PGC0028324 587738411398070345 490838751195430912     0.00475   9.211e-06      0.9456
PGC0028328 587737808504684686 503511196918349824     0.01031   0.0001745      0.9943
PGC0028351 587739376166961248 548261264447504384    0.005044   0.0001626      0.9723
PGC0028352 588010359609032892        none             -99.99      -99.99      -99.99
PGC0028353 587725551205351526 137301408171950080     0.02459   0.0001652      0.9994
PGC0028357 587738947207430197        none             -99.99      -99.99      -99.99
PGC0028366 587735342653636749 367833936513990656     0.01735   0.0001472      0.9996
PGC0028370 587738946670493760        none             -99.99      -99.99      -99.99
PGC0028378 587734862680555614 347848088129372160    0.001869   0.0009019      0.9837
PGC0028383 587732134301532272 832274215095762944     0.01534   0.0002207      0.9706
PGC0028390 588017977805963356 547698125414858752    0.004746   0.0001627      0.9864
PGC0028408 587727942959300660        none             -99.99      -99.99      -99.99
PGC0028414 587735349633220621 727000915118129152     0.04143   0.0002166      0.9987
PGC0028420 588297864183939189 342499957267234816     0.01678   0.0001552      0.9997
PGC0028424 587739407305211919        none             -99.99      -99.99      -99.99
PGC0028452 587726032771481685 135612409002852352     0.01667    0.000157      0.9999
PGC0028463 588848900167172464        none             -99.99      -99.99      -99.99
PGC0028470 587732152033083398 265094336650149888     0.01608   0.0001033      0.9986
PGC0028489 587725468527558784 127731137698070528     0.00485   0.0001536      0.8035
PGC0028495 587732152033083522        none             -99.99      -99.99      -99.99
PGC0028498 588848900972544080 75375475584663552     0.01258   0.0001759      0.9996
PGC0028517 587727942959497314        none             -99.99      -99.99      -99.99
PGC0028520 587727944033239137 135612409229344768       0.021   0.0001824      0.9966
PGC0028531 587734863754625161 347848088842403840     0.02143   0.0001762      0.9949
PGC0028542 588009368550178971 157287738389823488    0.004018    0.000138      0.9962
PGC0028551 588016892783755411 449461689000132608     0.01906   0.0001076      0.9326
PGC0028563 587738195587170323        none             -99.99      -99.99      -99.99
PGC0028590 587735342654095374 367833935691907072     0.00487   1.004e-05       0.998
PGC0028617 588010359609491545 160946780865822720    0.006011   1.103e-05      0.9978
PGC0028623 588017977806356631 548542555357184000    0.004769   9.911e-05      0.9999
PGC0028627 587734863217950841 347848089123422208    0.004235   8.505e-05           1
PGC0028630 587738067276857349        none             -99.99      -99.99      -99.99
PGC0028645 587738617554796702 548824224437895168     0.02159   0.0001529      0.9995
PGC0028655 588017627759116296        none             -99.99      -99.99      -99.99
PGC0028672 587725469064757343        none             -99.99      -99.99      -99.99
PGC0028699 587727942959824940 135612407228661760     0.02751   0.0001596      0.9996
PGC0028714 587739406231797846        none             -99.99      -99.99      -99.99
PGC0028741 587728880875077809 161228267880185856    0.007111   1.052e-05      0.8403
PGC0028757 587738196124303545        none             -99.99      -99.99      -99.99
PGC0028789 588013383807729799 245670975465586688    0.001677   0.0001523       0.999
PGC0028796 587734949127520283        none             -99.99      -99.99      -99.99
PGC0028805 587739158191145031 548824224605667328    0.004893   9.626e-05      0.9967
PGC0028809 587727942423150773 140960801455341568     0.04639   0.0001718      0.9991
PGC0028815 587739406231994383 549105711410315264     0.02133    0.000256      0.9794
PGC0028818 587732701250650380 280294080599031808     0.01347   0.0001673       0.927
PGC0028846 587732048410902587        none             -99.99      -99.99      -99.99
PGC0028852 587728879264661717        none             -99.99      -99.99      -99.99
PGC0028868 587739408379805738        none             -99.99      -99.99      -99.99
PGC0028888 588017979954561092 548542556539977728     0.01715   9.131e-05      0.9996
PGC0028897 587735349097136264 491120230639075328     0.02382   0.0001859      0.9993
PGC0028910 587738411399053394 491120230433554432     0.03549    0.001327      0.9999
PGC0028913 587732577231699990        none             -99.99      -99.99      -99.99
PGC0028939 587728879264792604 161228266626088960    0.006835   0.0001077      0.9913
PGC0028947 588010357999403156 161228266609311744    0.007153   1.622e-05      0.6995
PGC0028949 588010359610081334 161228268324782080     0.01388   9.262e-05      0.9991
PGC0028964 587728880875470879 161228268458999808     0.01327   0.0001891       0.999
PGC0028974 587732583125286929 266219993580961792    0.003912   8.624e-05           1
PGC0028984 587735661549256714 449461687980916736     0.02196   0.0001739      0.9993
PGC0029024 587738410862379050 491120230957842432     0.02099   0.0001864      0.9994
PGC0029030 588016527171321955 381907845228003328      0.0231   0.0001197      0.9596
PGC0029036 587739158728474710 548542554379911168    0.004838   0.0001323      0.9997
PGC0029043 588016891173601416 449461687989305344    0.004336   0.0001886      0.9911
PGC0029050 587729387681808396        none             -99.99      -99.99      -99.99
PGC0029057 587726033846272089 141243312483860480     0.02319     0.00111      0.9951
PGC0029061 587745538907439204 727563925217869824     0.02345   0.0002097      0.9985
PGC0029142 587732580977541185 266219992532385792     0.03889   0.0001814      0.9987
PGC0029146 587732050559172778 254396962005057536     0.03388   0.0001708      0.9985
PGC0029156 587735349097529607 491120231100448768     0.02775   8.481e-05      0.9807
PGC0029172 587725551743074423 137301409598013440     0.02376      0.0002      0.9731
PGC0029174 587733081340772483 283390208072744960     0.03208   9.677e-05      0.9857
PGC0029186 588016528245391467        none             -99.99      -99.99      -99.99
PGC0029196 587739408380264507 548824222634344448     0.02071   0.0002018       0.998
PGC0029205 588010358536732714 161228266387013632     0.02921   9.192e-05       0.977
PGC0029206 587732050559172778 254396962005057536     0.03388   0.0001708      0.9985
PGC0029209 587745538907701261 728126944796737536    0.009658   0.0001111      0.9886
PGC0029220 588007004169961573 216960282201686016     0.01015   0.0001718      0.9995
PGC0029229 587729387145003012        none             -99.99      -99.99      -99.99
PGC0029230 587739406232584365 549105710655340544    0.001575   1.136e-05      0.8752
PGC0029237 588009371220574227 157287737089589248     0.04445   0.0001087       0.999
PGC0029247 587732483276406861 265655857381900288     0.02309   8.454e-05       0.973
PGC0029249 587728881412800554 161509897400221696     0.01322   0.0002016      0.9992
PGC0029261 587732152571134074 265375788226838528     0.02637   0.0001089      0.9305
PGC0029295 587728880339124386 161509897769320448     0.06332    0.000145      0.9998
PGC0029338 587732135376715861 245670974756749312     0.02482   0.0001939      0.9992
PGC0029340 587727944571486282 141243313528242176     0.02262   0.0001959      0.9991
PGC0029365 587739158191931556 549668413027385344    0.004544   9.209e-06      0.8406
PGC0029413 587735348561051811 491401730886467584    0.009305   1.453e-05      0.7347
PGC0029415 587739158192062537 549668413161603072    0.004526   0.0001241      0.9276
PGC0029427 587732134839910513        none             -99.99      -99.99      -99.99
PGC0029428 587731680121782325 234693342993055744     0.01435   0.0001806       0.998
PGC0029459 587739375631728802 661134131446415360     0.01603   0.0001826      0.9881
PGC0029460 587738065666506880 529125462580920320      0.0355    0.000162      0.9993
PGC0029468 587739375631794321        none             -99.99      -99.99      -99.99
PGC0029469 587732048411623496        none             -99.99      -99.99      -99.99
PGC0029472 587732050022498375        none             -99.99      -99.99      -99.99
PGC0029474 588297864185446481 343062906188857344     0.02308   8.332e-05      0.9986
PGC0029475 587735343192408109        none             -99.99      -99.99      -99.99
PGC0029484 587739156581318721 549949802524180480     0.01715   0.0001849      0.9991
PGC0029488        none               none             -99.99      -99.99      -99.99
PGC0029496 587728947974766762 76221192444313600     0.02136   0.0001977      0.9926
PGC0029526 587738616482234478 549668411832008704     0.01973   9.273e-05      0.9935
PGC0029539 588017605210603542        none             -99.99      -99.99      -99.99
PGC0029549 587739406769979534        none             -99.99      -99.99      -99.99
PGC0029550 588009371757838443        none             -99.99      -99.99      -99.99
PGC0029567 587739406770045012        none             -99.99      -99.99      -99.99
PGC0029595 588009371757903988        none             -99.99      -99.99      -99.99
PGC0029603 587739157118451784        none             -99.99      -99.99      -99.99
PGC0029614 587726032773447847 141523593883287552     0.02167   8.753e-05      0.9997
PGC0029664 587728307484819600 141523592453029888     0.03317   8.993e-05      0.9991
PGC0029671 587728949585641530 76221193186705408     0.01203   0.0001009      0.9931
PGC0029683 587739407307177991        none             -99.99      -99.99      -99.99
PGC0029696 588009367477485592        none             -99.99      -99.99      -99.99
PGC0029706 588009368551358550        none             -99.99      -99.99      -99.99
PGC0029711 587732154182533264 265938354892177408      0.0242    9.95e-05      0.9969
PGC0029730 587726033847451681 141523594126557184    0.004446    8.08e-05           1
PGC0029745 588297864722776098 343062907107409920    0.007538    0.000154      0.9997
PGC0029746 587732703399706831 280857043991003136    0.005108   1.907e-05      0.6991
PGC0029747 587738410326687783        none             -99.99      -99.99      -99.99
PGC0029798 588010358000844885 161791500546473984    0.004633   0.0001967      0.9956
PGC0029805 588016892785524828 401892409304154112     0.02123    0.000178      0.9993
PGC0029807 588848898827288691        none             -99.99      -99.99      -99.99
PGC0029814 587728879266234432        none             -99.99      -99.99      -99.99
PGC0029822 588016892785590288 401892409526452224     0.02313   0.0002251      0.9989
PGC0029824 587728949585969309 76221193287368704     0.02067   0.0001001      0.9642
PGC0029835 587732578843820252 280857043940671488    0.004084   8.549e-05           1
PGC0029851 588017603600187591        none             -99.99      -99.99      -99.99
PGC0029855 587728879266299940        none             -99.99      -99.99      -99.99
PGC0029889 587728947975421986 76502555533770752     0.04914   0.0002365      0.9511
PGC0029919 587725552817602637 137582759307640832       0.011   0.0001105      0.9905
PGC0029943 587745401470124223 728689915742650368      0.0342   0.0001697      0.9989
PGC0029953 587729386608787500 266500414969479168     0.02439     0.00017      0.9991
PGC0029956 587732579380887737 280857044112637952     0.01265   0.0002095      0.9031
PGC0029969 587726033310908579        none             -99.99      -99.99      -99.99
PGC0029983 588009371221295180 157569208597610496     0.02559   0.0001765      0.9982
PGC0029995 587728880877174934 161791501737656320     0.04585    0.000183      0.9975
PGC0029997 587735661550633019 401892408930861056    0.003863   0.0001182      0.9059
PGC0030001 587725472807518284 217242134879666176     0.03138     0.00021      0.9986
PGC0030018 588009371221360675        none             -99.99      -99.99      -99.99
PGC0030027 587725472807518350 217242134846111744     0.03067   0.0001888      0.9989
PGC0030036 587729385534980105 266500414680072192     0.03836   0.0001819      0.9992
PGC0030042 587728880340369623        none             -99.99      -99.99      -99.99
PGC0030044 587732049486217264 254678354412699648     0.04548   0.0001763      0.9993
PGC0030078 588017605211390003 382189325099466752     0.02388    0.000175      0.9995
PGC0030084 587725472807649357 217242134674145280     0.02712   0.0001655      0.9997
PGC0030087 588017627219361828        none             -99.99      -99.99      -99.99
PGC0030094 587732153109184693 265938355512934400     0.02506   0.0001717      0.9985
PGC0030136 587732153646186539        none             -99.99      -99.99      -99.99
PGC0030151 587725551206924339 137582758242287616     0.04147    0.001267      0.9988
