PGC_name         RA        DEC          z_hel   z_hel_err   z_hel_cat       z_dis   z_dis_err   z_dis_cat       z_all  z_all_type  z_all_err  z_all_err_type   D_com       D_lum      D_diam
PGC0055493 233.6872917  31.0530000    0.006231   1.401e-05          HL    0.006944      -99.99          HL    0.006944         DIS   1.401e-05         HEL     29.7231     29.9295     29.5182
PGC0055517 233.8240000  30.8031667     0.03147   1.401e-05          HL     0.03218      -99.99          HL     0.03218         DIS   1.401e-05         HEL    136.9980    141.4066    132.7268
PGC0055529 233.9040000  56.4613056     0.01125   7.238e-05          HL     0.01218      -99.99          HL     0.01218         DIS   7.238e-05         HEL     52.1201     52.7549     51.4929
PGC0055551 233.9681667  57.9025556     0.02958      -99.99         NED     0.03052      -99.99  NED-vir-HL     0.03052         DIS      -99.99        none    129.8108    133.7727    125.9663
PGC0055552 233.9672500  39.7690000     0.01492    4.67e-05          HL     0.01573      -99.99          HL     0.01573         DIS    4.67e-05         HEL     67.2373     68.2949     66.1960
PGC0055559 233.9877917  43.4930833      0.0189   0.0001408          HL     0.01974      -99.99          HL     0.01974         DIS   0.0001408         HEL     84.2443     85.9073     82.6135
PGC0055578 234.1161250  22.5003333     0.01444   0.0001634          HL     0.01504      -99.99          HL     0.01504         DIS   0.0001634         HEL     64.2582     65.2246     63.3061
PGC0055601 234.1762083  43.5391389     0.01864   5.837e-05          HL     0.01949      -99.99          HL     0.01949         DIS   5.837e-05         HEL     83.1822     84.8034     81.5920
PGC0055607 234.1878333  44.2369167    0.008751   2.268e-05          HL      0.0096      -99.99          HL      0.0096         DIS   2.268e-05         HEL     41.0343     41.4282     40.6441
PGC0055620 234.3055417  43.2979444     0.01909   1.201e-05          HL     0.01993      -99.99          HL     0.01993         DIS   1.201e-05         HEL     85.0939     86.7898     83.4311
PGC0055621 234.2998750  30.0770556    0.006209   0.0001278          HL    0.006912      -99.99          HL    0.006912         DIS   0.0001278         HEL     29.5096     29.7136     29.3070
PGC0055629 234.3457083  20.5496389      0.0151   0.0001601          HL     0.01568      -99.99          HL     0.01568         DIS   0.0001601         HEL     67.0245     68.0755     65.9898
PGC0055637 234.4015833   5.9735833    0.004826   1.301e-05          HL    0.005189      -99.99          HL    0.005189         DIS   1.301e-05         HEL     22.2468     22.3623     22.1320
PGC0055648 234.4710000  -1.7356389     0.01129   0.0001164          HL     0.01153      -99.99          HL     0.01153         DIS   0.0001164         HEL     49.3497     49.9187     48.7872
PGC0055668 234.6687500  41.0050278     0.02259   2.268e-05          HL     0.02341      -99.99          HL     0.02341         DIS   2.268e-05         HEL     99.7386    102.0735     97.4571
PGC0055687 234.7291667   4.5829167     0.02282   1.368e-05          HL     0.02316      -99.99          HL     0.02316         DIS   1.368e-05         HEL     98.6781    100.9635     96.4445
PGC0055701 234.7825833  43.8650278     0.01907   2.035e-05          HL     0.01991      -99.99          HL     0.01991         DIS   2.035e-05         HEL     84.8815     86.5715     83.2245
PGC0055708 234.8201250  24.4549444     0.03439   1.568e-05          HL     0.03502      -99.99          HL     0.03502         DIS   1.568e-05         HEL    148.8244    154.0362    143.7889
PGC0055722 234.9147917   3.1987500     0.03372   2.135e-05          HL     0.03403      -99.99          HL     0.03403         DIS   2.135e-05         HEL    144.8134    149.7414    140.0476
PGC0055730 234.9126250  10.2197778     0.03418   2.068e-05          HL     0.03461      -99.99          HL     0.03461         DIS   2.068e-05         HEL    147.1358    152.2281    142.2138
PGC0055733 234.9132917  21.7823889     0.04178      -99.99         NED     0.04238      -99.99  NED-vir-HL     0.04238         DIS      -99.99        none    180.0128    187.6418    172.6940
PGC0055740 234.9895833  58.0796944     0.01004   1.301e-05          HL     0.01098      -99.99          HL     0.01098         DIS   1.301e-05         HEL     47.0050     47.5211     46.4945
PGC0055750 235.0285417  20.6802500      0.0151   1.801e-05          HL     0.01568      -99.99          HL     0.01568         DIS   1.801e-05         HEL     67.0245     68.0755     65.9898
PGC0055756 235.0284167  51.1132222      0.0194   0.0002071          HL      0.0203      -99.99          HL      0.0203         DIS   0.0002071         HEL     86.5806     88.3381     84.8579
PGC0055759 235.0936250   7.2828056     0.03812   7.405e-05          HL      0.0385      -99.99          HL      0.0385         DIS   7.405e-05         HEL    163.5879    169.8860    157.5232
PGC0055769 235.1396250  17.1279167     0.02707   0.0001574          HL     0.02761      -99.99          HL     0.02761         DIS   0.0001574         HEL    117.5386    120.7838    114.3805
PGC0055792 235.2914583  -1.7067222     0.03302   2.869e-05          HL     0.03326      -99.99          HL     0.03326         DIS   2.869e-05         HEL    141.4345    146.1386    136.8818
PGC0055797 235.3442917  28.2296111      0.0321   1.401e-05          HL     0.03278      -99.99          HL     0.03278         DIS   1.401e-05         HEL    139.5334    144.1073    135.1047
PGC0055811 235.4479583  45.5563889     0.03663   0.0001484          HL     0.03749      -99.99          HL     0.03749         DIS   0.0001484         HEL    159.3720    165.3468    153.6130
PGC0055816 235.4603333   5.8534167     0.03998   1.568e-05          HL     0.04034      -99.99          HL     0.04034         DIS   1.568e-05         HEL    171.3826    178.2961    164.7371
PGC0055821 235.4987500   0.7130833    0.006391   1.701e-05          HL    0.006671      -99.99          HL    0.006671         DIS   1.701e-05         HEL     28.4419     28.6316     28.2534
PGC0055824 235.5508333   6.6446667     0.02614   1.701e-05          HL     0.02651      -99.99          HL     0.02651         DIS   1.701e-05         HEL    112.8797    115.8721    109.9645
PGC0055833 235.5810833   0.4752778     0.00654   1.468e-05          HL    0.006816      -99.99          HL    0.006816         DIS   1.468e-05         HEL     29.0825     29.2807     28.8856
PGC0055841 235.6433750   2.0144444      0.0119   3.336e-05          HL      0.0122      -99.99          HL      0.0122         DIS   3.336e-05         HEL     52.1201     52.7559     51.4919
PGC0055844 235.6746667  22.8813333     0.03525   1.634e-05          HL     0.03587      -99.99          HL     0.03587         DIS   1.634e-05         HEL    152.4118    157.8788    147.1341
PGC0055845 235.6905417   8.2408889     0.04107   0.0001021          HL     0.04148      -99.99          HL     0.04148         DIS   0.0001021         HEL    176.2249    183.5347    169.2062
PGC0055864 235.7986250  47.7536667     0.03823   0.0001328          HL     0.03911      -99.99          HL     0.03911         DIS   0.0001328         HEL    166.1165    172.6134    159.8643
PGC0055873 235.8750000   4.7943611     0.02147   1.301e-05          HL     0.02181      -99.99          HL     0.02181         DIS   1.301e-05         HEL     92.9495     94.9767     90.9655
PGC0055881 235.9471667  33.3058056     0.03171   1.067e-05          HL     0.03245      -99.99          HL     0.03245         DIS   1.067e-05         HEL    138.0545    142.5343    133.7154
PGC0055910 236.0961250  25.3274167      0.0319   0.0001548          HL     0.03255      -99.99          HL     0.03255         DIS   0.0001548         HEL    138.4770    142.9845    134.1117
PGC0055916 236.1070417  55.6649444     0.03977   9.673e-05          HL      0.0407      -99.99          HL      0.0407         DIS   9.673e-05         HEL    172.8566    179.8918    166.0964
PGC0055918 236.1153333  41.1206667      0.0319   2.101e-05          HL     0.03273      -99.99          HL     0.03273         DIS   2.101e-05         HEL    139.3221    143.8821    134.9066
PGC0055921 236.1415000  10.2930000     0.03533   1.801e-05          HL     0.03577      -99.99          HL     0.03577         DIS   1.801e-05         HEL    151.9898    157.4265    146.7409
PGC0055923 236.1795833  32.4036944     0.03149   1.167e-05          HL     0.03222      -99.99          HL     0.03222         DIS   1.167e-05         HEL    136.9980    141.4120    132.7217
PGC0055925 236.2234583  57.3613333     0.01314   3.969e-05          HL     0.01408      -99.99          HL     0.01408         DIS   3.969e-05         HEL     60.2137     61.0615     59.3777
PGC0055927 236.1915417  46.0793333    0.008845   2.669e-05          HL    0.009711      -99.99          HL    0.009711         DIS   2.669e-05         HEL     41.4609     41.8635     41.0621
PGC0055930 236.2066250   3.9561111     0.01182   1.568e-05          HL     0.01215      -99.99          HL     0.01215         DIS   1.568e-05         HEL     51.9070     52.5376     51.2839
PGC0055943 236.2463750  36.1092500     0.06611   8.806e-05          HL     0.06689      -99.99          HL     0.06689         DIS   8.806e-05         HEL    282.5706    301.4718    264.8545
PGC0055949 236.3102500   0.7719167      0.0128   1.634e-05          HL     0.01309      -99.99          HL     0.01309         DIS   1.634e-05         HEL     55.9547     56.6871     55.2317
PGC0055955 236.3405417  25.4435833     0.03334   1.301e-05          HL     0.03399      -99.99          HL     0.03399         DIS   1.301e-05         HEL    144.6023    149.5173    139.8488
PGC0055962 236.3909583  21.4206111     0.01472   2.268e-05          HL     0.01531      -99.99          HL     0.01531         DIS   2.268e-05         HEL     65.3222     66.3223     64.3372
PGC0055963 236.3899583  30.1470556     0.03164   1.901e-05          HL     0.03234      -99.99          HL     0.03234         DIS   1.901e-05         HEL    137.6319    142.0829    133.3203
PGC0055965 236.4064167   4.1830000    0.006961   1.835e-05          HL    0.007299      -99.99          HL    0.007299         DIS   1.835e-05         HEL     31.2178     31.4456     30.9916
PGC0055968 236.4139583  21.0194167     0.01482   1.634e-05          HL     0.01541      -99.99          HL     0.01541         DIS   1.634e-05         HEL     65.7478     66.7610     64.7500
PGC0055973 236.4358750  20.5603056    0.006977   1.434e-05          HL    0.007562      -99.99          HL    0.007562         DIS   1.434e-05         HEL     32.2852     32.5294     32.0429
PGC0055989 236.5410833   6.8980833    0.004699   2.302e-05          HL    0.005081      -99.99          HL    0.005081         DIS   2.302e-05         HEL     21.8194     21.9303     21.7091
PGC0055993 236.5684167   2.4153611     0.01276   2.368e-05          HL     0.01307      -99.99          HL     0.01307         DIS   2.368e-05         HEL     55.7417     56.4702     55.0225
PGC0056001 236.6017500   2.8440278    0.005077   2.068e-05          HL    0.005393      -99.99          HL    0.005393         DIS   2.068e-05         HEL     23.1015     23.2261     22.9776
PGC0056005 236.6071667   4.4272222     0.01096   1.401e-05          HL     0.01131      -99.99          HL     0.01131         DIS   1.401e-05         HEL     48.2840     48.8301     47.7440
PGC0056014 236.6887500  31.0113889     0.03106   1.534e-05          HL     0.03178      -99.99          HL     0.03178         DIS   1.534e-05         HEL    135.3073    139.6074    131.1397
PGC0056022 236.7268750   5.8910278      0.0415   0.0001501          HL     0.04186      -99.99          HL     0.04186         DIS   0.0001501         HEL    177.6981    185.1366    170.5585
PGC0056025 236.7520833  -0.9856667     0.02994   0.0001228          HL     0.03019      -99.99          HL     0.03019         DIS   0.0001228         HEL    128.5420    132.4227    124.7750
PGC0056056 236.9416667  28.6415278     0.03327   2.168e-05          HL     0.03396      -99.99          HL     0.03396         DIS   2.168e-05         HEL    144.3911    149.2947    139.6487
PGC0056094 237.1722083  21.8692778      0.0072   1.301e-05          HL    0.007803      -99.99          HL    0.007803         DIS   1.301e-05         HEL     33.3526     33.6128     33.0943
PGC0056108 237.2384167   7.2216667     0.01409   1.201e-05          HL     0.01448      -99.99          HL     0.01448         DIS   1.201e-05         HEL     61.9168     62.8134     61.0331
PGC0056111 237.2558333   5.1887778    0.007239   1.201e-05          HL    0.007594      -99.99          HL    0.007594         DIS   1.201e-05         HEL     32.4987     32.7455     32.2538
PGC0056130 237.3574583  19.0319167     0.01352   0.0001244          HL     0.01409      -99.99          HL     0.01409         DIS   0.0001244         HEL     60.2137     61.0621     59.3771
PGC0056131 237.3662500   0.2286111     0.03272      -99.99         NED     0.03299      -99.99  NED-vir-HL     0.03299         DIS      -99.99        none    140.3784    145.0095    135.8952
PGC0056139 237.4375417  18.5269167     0.01377   0.0001721          HL     0.01433      -99.99          HL     0.01433         DIS   0.0001721         HEL     61.2782     62.1563     60.4125
PGC0056166 237.5951250  18.9392500     0.01277   1.401e-05          HL     0.01333      -99.99          HL     0.01333         DIS   1.401e-05         HEL     57.0196     57.7797     56.2695
PGC0056168 237.6007917  25.9224722    0.007162   9.006e-06          HL    0.007819      -99.99          HL    0.007819         DIS   9.006e-06         HEL     33.3526     33.6134     33.0938
PGC0056169 237.6083750  18.1395000     0.04664   1.868e-05          HL     0.04719      -99.99          HL     0.04719         DIS   1.868e-05         HEL    200.1908    209.6378    191.1695
PGC0056186 237.7115417  22.2383889     0.03144   1.434e-05          HL     0.03204      -99.99          HL     0.03204         DIS   1.434e-05         HEL    136.3640    140.7331    132.1306
PGC0056199 237.7856250  25.7226944     0.02158      -99.99         NED     0.02224      -99.99  NED-vir-HL     0.02224         DIS      -99.99        none     94.8594     96.9691     92.7956
PGC0056200 237.7792083  20.2024722     0.03756   2.135e-05          HL     0.03814      -99.99          HL     0.03814         DIS   2.135e-05         HEL    162.1125    168.2955    156.1567
PGC0056205 237.7997917  21.9424722     0.02599   1.468e-05          HL     0.02659      -99.99          HL     0.02659         DIS   1.468e-05         HEL    113.3033    116.3161    110.3686
PGC0056206 237.8058333  25.7019167      0.0214   7.138e-05          HL     0.02206      -99.99          HL     0.02206         DIS   7.138e-05         HEL     94.0106     96.0845     91.9815
PGC0056210 237.8128750  16.3295556    0.006978   1.835e-05          HL    0.007505      -99.99          HL    0.007505         DIS   1.835e-05         HEL     32.0717     32.3124     31.8328
PGC0056216 237.8407500  43.4174444     0.04028   0.0001291          HL     0.04112      -99.99          HL     0.04112         DIS   0.0001291         HEL    174.5409    181.7180    167.6472
PGC0056257 237.9936250  -1.2507778     0.02422   0.0001601          HL     0.02447      -99.99          HL     0.02447         DIS   0.0001601         HEL    104.1915    106.7411    101.7029
PGC0056267 238.0868750  24.6265556     0.03199   1.701e-05          HL     0.03263      -99.99          HL     0.03263         DIS   1.701e-05         HEL    138.8996    143.4319    134.5105
PGC0056284 238.1999167  24.3901667     0.03205   2.802e-05          HL     0.03269      -99.99          HL     0.03269         DIS   2.802e-05         HEL    139.1109    143.6584    134.7073
PGC0056287 238.2208750  40.6465833     0.01498      -99.99         NED      0.0158      -99.99  NED-vir-HL      0.0158         DIS      -99.99        none     67.4501     68.5158     66.4009
PGC0056289 238.2329167  21.1011111     0.01626   2.001e-05          HL     0.01685      -99.99          HL     0.01685         DIS   2.001e-05         HEL     71.9170     73.1288     70.7253
PGC0056323 238.5198333  41.6176111     0.02348   2.035e-05          HL     0.02432      -99.99          HL     0.02432         DIS   2.035e-05         HEL    103.5555    106.0740    101.0968
PGC0056329 238.5410000  19.1061944     0.03626   0.0001454          HL     0.03682      -99.99          HL     0.03682         DIS   0.0001454         HEL    156.4198    162.1791    150.8649
PGC0056337 238.5796250   0.5431111    0.006301      -99.99         NED    0.006583      -99.99  NED-vir-HL    0.006583         DIS      -99.99        none     28.2283     28.4141     28.0437
PGC0056338 238.6015833  18.6518889     0.04634   0.0001838          HL      0.0469      -99.99          HL      0.0469         DIS   0.0001838         HEL    198.9309    208.2608    190.0190
PGC0056345 238.6122917  18.5253333     0.03246   1.901e-05          HL     0.03301      -99.99          HL     0.03301         DIS   1.901e-05         HEL    140.3784    145.0123    135.8926
PGC0056352 238.6719583  16.6170000    0.007354   8.473e-05          HL    0.007886      -99.99          HL    0.007886         DIS   8.473e-05         HEL     33.7795     34.0459     33.5152
PGC0056364 238.7058333  18.9172222     0.03621   0.0001368          HL     0.03678      -99.99          HL     0.03678         DIS   0.0001368         HEL    156.4198    162.1729    150.8707
PGC0056366 238.7170833  21.1163889     0.01833      -99.99         NED     0.01892      -99.99  NED-vir-HL     0.01892         DIS      -99.99        none     80.6327     82.1582     79.1354
PGC0056377 238.7830417  19.1924444     0.03524   0.0001638          HL      0.0358      -99.99          HL      0.0358         DIS   0.0001638         HEL    152.2008    157.6496    146.9404
PGC0056386 238.8309583  45.4271944    0.006178   1.835e-05          HL    0.007042      -99.99          HL    0.007042         DIS   1.835e-05         HEL     30.1502     30.3625     29.9394
PGC0056397 238.9295833  18.2826111     0.01761   1.434e-05          HL     0.01817      -99.99          HL     0.01817         DIS   1.434e-05         HEL     77.4449     78.8520     76.0628
PGC0056398 238.9306667  47.8670833      0.0199   0.0001915          HL     0.02079      -99.99          HL     0.02079         DIS   0.0001915         HEL     88.7040     90.5481     86.8974
PGC0056400 238.9389583  24.4936667     0.03254   3.236e-05          HL     0.03318      -99.99          HL     0.03318         DIS   3.236e-05         HEL    141.2233    145.9091    136.6880
PGC0056409 238.9810000  17.1636111     0.01652   1.835e-05          HL     0.01706      -99.99          HL     0.01706         DIS   1.835e-05         HEL     72.7677     74.0091     71.5471
PGC0056410 238.9790417  26.9661944     0.02164   1.534e-05          HL     0.02231      -99.99          HL     0.02231         DIS   1.534e-05         HEL     95.0716     97.1926     92.9968
PGC0056437 239.0982917  16.5233056     0.01572   0.0002378          HL     0.01625      -99.99          HL     0.01625         DIS   0.0002378         HEL     69.3647     70.4919     68.2556
PGC0056443 239.1403333  20.0523611     0.03216   0.0003336          HL     0.03274      -99.99          HL     0.03274         DIS   0.0003336         HEL    139.3221    143.8835    134.9053
PGC0056450 239.1809583  48.0949722     0.01967   0.0001107          HL     0.02056      -99.99          HL     0.02056         DIS   0.0001107         HEL     87.6423     89.4442     85.8767
PGC0056462 239.2632500  48.1684167     0.01974   6.571e-05          HL     0.02062      -99.99          HL     0.02062         DIS   6.571e-05         HEL     87.8547     89.6662     86.0797
PGC0056465 239.2678333  18.1871389     0.03143   1.968e-05          HL     0.03199      -99.99          HL     0.03199         DIS   1.968e-05         HEL    136.1527    140.5082    131.9322
PGC0056467 239.2842083  22.4044444     0.01438   5.737e-05          HL     0.01499      -99.99          HL     0.01499         DIS   5.737e-05         HEL     64.0454     65.0054     63.0995
PGC0056476 239.3379167  47.1666389     0.01924      -99.99         NED     0.02012      -99.99  NED-vir-HL     0.02012         DIS      -99.99        none     85.7311     87.4560     84.0402
PGC0056479 239.3667083  30.0596667     0.03283   1.268e-05          HL     0.03354      -99.99          HL     0.03354         DIS   1.268e-05         HEL    142.7017    147.4880    138.0708
PGC0056481 239.3737500  15.8722222     0.01741      -99.99         NED     0.01793      -99.99  NED-vir-HL     0.01793         DIS      -99.99        none     76.5946     77.9680     75.2455
PGC0056482 239.3782500  15.9560000     0.01583    9.94e-05          HL     0.01635      -99.99          HL     0.01635         DIS    9.94e-05         HEL     69.7901     70.9312     68.6674
PGC0056487 239.3962500  18.0277778      0.0314   1.501e-05          HL     0.03195      -99.99          HL     0.03195         DIS   1.501e-05         HEL    135.9414    140.2847    131.7325
PGC0056490 239.4266667  16.2183333     0.03465   0.0002001          HL     0.03518      -99.99          HL     0.03518         DIS   0.0002001         HEL    149.6686    154.9340    144.5822
PGC0056492 239.4570417  16.3097778     0.03705      -99.99         NED     0.03757      -99.99  NED-vir-HL     0.03757         DIS      -99.99        none    159.5828    165.5783    153.8044
PGC0056495 239.4491667  16.2825000     0.03546      -99.99         NED     0.03599      -99.99  NED-vir-HL     0.03599         DIS      -99.99        none    153.0448    158.5529    147.7280
PGC0056503 239.5112500  16.3475000     0.03619   8.306e-05          HL     0.03672      -99.99          HL     0.03672         DIS   8.306e-05         HEL    155.9980    161.7262    150.4726
PGC0056514 239.5814583  19.9673333     0.03293   0.0001318          HL     0.03351      -99.99          HL     0.03351         DIS   0.0001318         HEL    142.4906    147.2654    137.8705
PGC0056529 239.5788333  36.8867778      0.0313      -99.99          HL     0.03208      -99.99          HL     0.03208         DIS      -99.99        none    136.5753    140.9567    132.3302
PGC0056537 239.6355000  17.4412778    0.007236   1.034e-05          HL    0.007781      -99.99          HL    0.007781         DIS   1.034e-05         HEL     33.3526     33.6121     33.0951
PGC0056544 239.6680000  48.6821944        0.02   0.0001064          HL     0.02089      -99.99          HL     0.02089         DIS   0.0001064         HEL     89.1286     90.9905     87.3048
PGC0056573 239.7906250  35.0295833     0.03133      -99.99         NED      0.0321      -99.99  NED-vir-HL      0.0321         DIS      -99.99        none    136.5753    140.9594    132.3276
PGC0056575 239.8029167  20.7630556     0.01473   8.072e-05          HL     0.01532      -99.99          HL     0.01532         DIS   8.072e-05         HEL     65.3222     66.3230     64.3366
PGC0056576 239.7979167  20.7538889     0.01521      -99.99         NED      0.0158      -99.99  NED-vir-HL      0.0158         DIS      -99.99        none     67.4501     68.5158     66.4009
PGC0056578 239.8002500  20.7464722     0.01524   3.969e-05          HL     0.01583      -99.99          HL     0.01583         DIS   3.969e-05         HEL     67.6628     68.7339     66.6084
PGC0056584 239.7958333  20.7615278     0.01352      -99.99         NED     0.01411      -99.99  NED-vir-HL     0.01411         DIS      -99.99        none     60.2137     61.0633     59.3759
PGC0056595 239.8492917  21.6032778     0.01787   1.334e-05          HL     0.01847      -99.99          HL     0.01847         DIS   1.334e-05         HEL     78.7201     80.1741     77.2925
PGC0056599 239.8708333  39.8275556     0.03107   4.703e-05          HL     0.03189      -99.99          HL     0.03189         DIS   4.703e-05         HEL    135.7300    140.0585    131.5354
PGC0056611 239.9410833  18.8009722     0.02945      -99.99         NED     0.03002      -99.99  NED-vir-HL     0.03002         DIS      -99.99        none    127.6960    131.5294    123.9743
PGC0056617 239.9945833  15.5911111     0.03367   2.302e-05          HL     0.03419      -99.99          HL     0.03419         DIS   2.302e-05         HEL    145.4469    150.4197    140.6384
PGC0056636 240.1001250  20.8488333     0.01608   2.435e-05          HL     0.01668      -99.99          HL     0.01668         DIS   2.435e-05         HEL     71.2790     72.4679     70.1096
PGC0056648 240.1491667  15.6855556     0.03569   2.001e-05          HL     0.03621      -99.99          HL     0.03621         DIS   2.001e-05         HEL    153.8886    159.4609    148.5110
PGC0056650 240.1556250  19.7231944     0.03118   0.0001971          HL     0.03176      -99.99          HL     0.03176         DIS   0.0001971         HEL    135.0960    139.3866    130.9374
PGC0056655 240.1800000  16.7152778     0.03553   1.735e-05          HL     0.03606      -99.99          HL     0.03606         DIS   1.735e-05         HEL    153.2557    158.7821    147.9217
PGC0056659 240.1970833  18.0783333     0.04388   1.634e-05          HL     0.04444      -99.99          HL     0.04444         DIS   1.634e-05         HEL    188.6356    197.0185    180.6093
PGC0056663 240.2179167  17.5458333     0.04401   1.668e-05          HL     0.04455      -99.99          HL     0.04455         DIS   1.668e-05         HEL    189.0560    197.4784    180.9928
PGC0056666 240.2237917  16.3355556     0.04119   0.0001378          HL     0.04172      -99.99          HL     0.04172         DIS   0.0001378         HEL    177.0668    184.4540    169.9754
PGC0056667 240.2282917  16.3450000     0.04384   2.502e-05          HL     0.04437      -99.99          HL     0.04437         DIS   2.502e-05         HEL    188.2151    196.5662    180.2188
PGC0056685 240.2791667  19.4488889      0.0145   0.0003336          HL     0.01507      -99.99          HL     0.01507         DIS   0.0003336         HEL     64.2582     65.2266     63.3042
PGC0056693 240.3172917  17.6784722     0.04446   2.168e-05          HL     0.04501      -99.99          HL     0.04501         DIS   2.168e-05         HEL    190.9477    199.5422    182.7233
PGC0056695 240.3200417  15.6453056     0.03682   6.671e-05          HL     0.03734      -99.99          HL     0.03734         DIS   6.671e-05         HEL    158.7394    164.6668    153.0255
PGC0056697 240.3337083   8.8355278     0.01677   2.035e-05          HL     0.01718      -99.99          HL     0.01718         DIS   2.035e-05         HEL     73.4056     74.6667     72.1658
PGC0056700 240.3385000  16.3067222     0.03688   0.0001511          HL     0.03741      -99.99          HL     0.03741         DIS   0.0001511         HEL    158.9503    164.8966    153.2184
PGC0056704 240.3384167  16.6765556     0.03163   0.0001318          HL     0.03216      -99.99          HL     0.03216         DIS   0.0001318         HEL    136.7867    141.1857    132.5247
PGC0056712 240.3669167  17.2404722       0.036   0.0001494          HL     0.03654      -99.99          HL     0.03654         DIS   0.0001494         HEL    155.3652    161.0423    149.8883
PGC0056716 240.3709583  19.3596389     0.01492   1.368e-05          HL     0.01549      -99.99          HL     0.01549         DIS   1.368e-05         HEL     66.1734     67.1985     65.1640
PGC0056717 240.3776667  15.5034167     0.03527   0.0002242          HL     0.03579      -99.99          HL     0.03579         DIS   0.0002242         HEL    152.2008    157.6481    146.9418
PGC0056723 240.3921667   1.7078889    0.006427   1.234e-05          HL    0.006731      -99.99          HL    0.006731         DIS   1.234e-05         HEL     28.8690     29.0633     28.6760
PGC0056727 240.4033333  16.4308333     0.04253   0.0001955          HL     0.04306      -99.99          HL     0.04306         DIS   0.0001955         HEL    182.7477    190.6168    175.2034
PGC0056731 240.4180833  21.3526389     0.03216   1.501e-05          HL     0.03276      -99.99          HL     0.03276         DIS   1.501e-05         HEL    139.3221    143.8863    134.9027
PGC0056744 240.4575000   8.1479722     0.01752   9.006e-06          HL     0.01793      -99.99          HL     0.01793         DIS   9.006e-06         HEL     76.5946     77.9680     75.2455
PGC0056745 240.4570833  18.7208889    0.008763   1.067e-05          HL    0.009327      -99.99          HL    0.009327         DIS   1.067e-05         HEL     39.9677     40.3405     39.5984
PGC0056750 240.4648750  17.9575278      0.0147      -99.99         NED     0.01525      -99.99  NED-vir-HL     0.01525         DIS      -99.99        none     65.1094     66.1024     64.1314
PGC0056755 240.4945417  47.0965000     0.04262   0.0001668          HL      0.0435      -99.99          HL      0.0435         DIS   0.0001668         HEL    184.6406    192.6725    176.9435
PGC0056763 240.5178333  17.0758889     0.03686   0.0001631          HL      0.0374      -99.99          HL      0.0374         DIS   0.0001631         HEL    158.9503    164.8950    153.2199
PGC0056765 240.5079167  15.6777778     0.03219    4.47e-05          HL     0.03271      -99.99          HL     0.03271         DIS    4.47e-05         HEL    139.1109    143.6612    134.7047
PGC0056769 240.5333333  15.6963889     0.03419   0.0001971          HL     0.03471      -99.99          HL     0.03471         DIS   0.0001971         HEL    147.5580    152.6797    142.6080
PGC0056770 240.5528750  15.9074722      0.0358      -99.99         NED     0.03633      -99.99  NED-vir-HL     0.03633         DIS      -99.99        none    154.5215    160.1352    149.1045
PGC0056776 240.5541667  16.4261111     0.03019    4.97e-05          HL     0.03073      -99.99          HL     0.03073         DIS    4.97e-05         HEL    130.8681    134.8897    126.9664
PGC0056777 240.5554167  15.9372222     0.04428   0.0001281          HL      0.0448      -99.99          HL      0.0448         DIS   0.0001281         HEL    190.1070    198.6238    181.9554
PGC0056778 240.5685000  49.2028889     0.02054   6.738e-05          HL     0.02143      -99.99          HL     0.02143         DIS   6.738e-05         HEL     91.4638     93.4238     89.5448
PGC0056780 240.5831667  16.3459444     0.03841   7.505e-05          HL     0.03894      -99.99          HL     0.03894         DIS   7.505e-05         HEL    165.4844    171.9284    159.2820
PGC0056784 240.5713750  15.9746389     0.03549   7.072e-05          HL     0.03601      -99.99          HL     0.03601         DIS   7.072e-05         HEL    153.0448    158.5559    147.7252
PGC0056812 240.6691667  37.3593333     0.03134   0.0001057          HL     0.03213      -99.99          HL     0.03213         DIS   0.0001057         HEL    136.7867    141.1816    132.5285
PGC0056813 240.7029167  16.1186111     0.03333   7.038e-05          HL     0.03385      -99.99          HL     0.03385         DIS   7.038e-05         HEL    143.9688    148.8422    139.2550
PGC0056827 240.7087500  16.5680556     0.03593   0.0001591          HL     0.03647      -99.99          HL     0.03647         DIS   0.0001591         HEL    154.9433    160.5941    149.4914
PGC0056838 240.7449167  15.8427778     0.03188   5.837e-05          HL      0.0324      -99.99          HL      0.0324         DIS   5.837e-05         HEL    137.8432    142.3093    133.5172
PGC0056839 240.7512500  27.0106667     0.03252   9.006e-06          HL     0.03319      -99.99          HL     0.03319         DIS   9.006e-06         HEL    141.2233    145.9105    136.6867
PGC0056842 240.7548750  20.9558056     0.01456   2.702e-05          HL     0.01515      -99.99          HL     0.01515         DIS   2.702e-05         HEL     64.6838     65.6638     63.7185
PGC0056843 240.7565833  39.6450833     0.03086   2.535e-05          HL     0.03167      -99.99          HL     0.03167         DIS   2.535e-05         HEL    134.6733    138.9384    130.5391
PGC0056844 240.7713333   5.1076944     0.02733   1.534e-05          HL     0.02769      -99.99          HL     0.02769         DIS   1.534e-05         HEL    117.9620    121.2284    114.7837
PGC0056847 240.8115833  16.4025000     0.03676   6.504e-05          HL     0.03729      -99.99          HL     0.03729         DIS   6.504e-05         HEL    158.5286    164.4401    152.8296
PGC0056857 240.8316250  20.6368333      0.0409      -99.99         NED     0.04149      -99.99  NED-vir-HL     0.04149         DIS      -99.99        none    176.2249    183.5364    169.2046
