PGC_name         cz      redshift   nedname 
PGC035517        6309     0.02105   UGC_06507
PGC035533       12956     0.04322 CGCG_011-113
PGC035538        4745     0.01583   UGC_06510
PGC035544       13733     0.04581 CGCG_012-002
PGC035545        6628     0.02211    NGC_3716
PGC035560        1565     0.00522 CGCG_012-003
PGC035563       11899     0.03969 CGCG_012-004
PGC035569        2491    0.008309   UGC_06517
PGC035578        7851     0.02619 CGCG_012-005
PGC035579        5801     0.01935   UGC_06519
PGC035581        5842     0.01949    NGC_3719
PGC035594        5947     0.01984    NGC_3720
PGC035598        5425      0.0181 CGCG_040-002
PGC035609        7988     0.02665 UGC_06527/NOTES01
PGC035615        8346     0.02784 UGC_06527/NED01
PGC035616         993    0.003312    NGC_3718
PGC035618        8110     0.02705 UGC_06527/NED02
PGC035625        6710     0.02238 CGCG_012-014
PGC035626        3250     0.01084   UGC_06528
PGC035627       12515     0.04174 CGCG_012-013
PGC035629        9263      0.0309   UGC_06529
PGC035630        6696     0.02234 CGCG_012-015
PGC035634        1565     0.00522   UGC_06531
PGC035639        5372     0.01792   UGC_06533
PGC035642       22523     0.07513 CGCG_012-016
PGC035671        3139     0.01047   UGC_06535
PGC035675        1273    0.004246   UGC_06534
PGC035676         866    0.002887    NGC_3726
PGC035679        6260     0.02088   UGC_06539
PGC035682       12012     0.04007 CGCG_012-019
PGC035684         250    0.000833   UGC_06541
PGC035687        8057     0.02688     IC_2928
PGC035690       12015     0.04008 CGCG_012-021
PGC035692       12074     0.04027     ARK_300
PGC035705        1601     0.00534 CGCG_012-022
PGC035711        1060    0.003536    NGC_3729
PGC035720        9497     0.03168     IC_0708
PGC035725        6438     0.02148   UGC_06551
PGC035729        6765     0.02257 CGCG_012-024
PGC035731        3124     0.01042    NGC_3731
PGC035732        8953     0.02986     IC_2933
PGC035747       11867     0.03958 CGCG_012-025
PGC035772        8609     0.02872 CGCG_012-027
PGC035779        8620     0.02875 CGCG_040-007
PGC035781        8651     0.02886 CGCG_012-029
PGC035793        8154      0.0272   UGC_06555
PGC035797        1185    0.003953    NGC_3733
PGC035802        5230     0.01745   UGC_06558
PGC035803        5121     0.01708   UGC_06559
PGC035813        2317    0.007729    UGCA_240
PGC035819       11849     0.03952 CGCG_012-032
PGC035826        2452    0.008178   UGC_06561
PGC035829        7330     0.02445   UGC_06562
PGC035839        5955     0.01986   UGC_06568
PGC035840        5823     0.01942    NGC_3737
PGC035852        1217    0.004059   UGC_06566
PGC035856         229    0.000764    NGC_3738
PGC035859        1603    0.005347   UGC_06570
PGC035877        5854     0.01953 CGCG_012-035
PGC035878         229    0.000764    NGC_3741
PGC035886       13461      0.0449 CGCG_012-036
PGC035896       13543     0.04517 CGCG_012-037
PGC035900        1214    0.004049   UGC_06575
PGC035901       13389     0.04466 CGCG_012-038
PGC035909       10160     0.03389   UGC_06576
PGC035910       14229     0.04746 CGCG_040-009
PGC035913        1570    0.005237    NGC_3755
PGC035914       14503     0.04838 CGCG_012-039
PGC035925        5754     0.01919 CGCG_040-010
PGC035926        5808     0.01937     IC_2943
PGC035931        1318    0.004397    NGC_3756
PGC035932        8698     0.02901 CGCG_012-041
PGC035944        6802     0.02269 CGCG_040-011
PGC035945        5577      0.0186    NGC_3759
PGC035948        5785      0.0193   NGC_3759A
PGC035952        3963     0.01322   UGC_06586
PGC035955        1161    0.003873    NGC_3757
PGC035963       14675     0.04895 CGCG_012-042
PGC035964        8790     0.02932   UGC_06587
PGC035966        4047      0.0135   UGC_06588
PGC035979        3463     0.01155    NGC_3762
PGC035999         737    0.002459    NGC_3769
PGC036000        2281    0.007609   UGC_06596
PGC036008         734    0.002448   NGC_3769A
PGC036012       21843     0.07286 CGCG_040-016
PGC036029        1635    0.005454   UGC_06603
PGC036043         982    0.003276    NGC_3773
PGC036061        6247     0.02084   UGC_06608
PGC036063        8230     0.02745 CGCG_040-018
PGC036073        9002     0.03003 CGCG_040-019
PGC036079        1851    0.006174   UGC_06610
PGC036093        5575      0.0186    MRK_1302
PGC036102        5429     0.01811     IC_0716
PGC036118        7191     0.02399   UGC_06613
PGC036136         739    0.002465    NGC_3782
PGC036137        1154    0.003849   NGC_3795A
PGC036138        2399    0.008002    NGC_3780
PGC036141        5711     0.01905 CGCG_040-021
PGC036145       12823     0.04277 CGCG_012-048
PGC036149        7671     0.02559 CGCG_012-049
PGC036155        5766     0.01923   UGC_06622
PGC036158        2678    0.008933    NGC_3786
PGC036160        2699    0.009003    NGC_3788
PGC036174        1983    0.006615     IC_0718
PGC036176        3552     0.01185   UGC_06627
PGC036177       19556     0.06523 CGCG_012-051
PGC036182        8468     0.02825 CGCG_012-052
PGC036187        8575      0.0286 CGCG_012-053
PGC036188         841    0.002805   UGC_06628
PGC036190        5888     0.01964 CGCG_012-054
PGC036193        3312     0.01105    NGC_3799
PGC036197        3312     0.01105    NGC_3800
PGC036205        1860    0.006204     IC_0719
PGC036206        8067     0.02691 CGCG_040-024
PGC036208        6590     0.02198 CGCG_012-055
PGC036237        6073     0.02026 CGCG_040-027
PGC036238        1382     0.00461    NGC_3794
PGC036242        5827     0.01944   UGC_06646
PGC036243         992    0.003309    NGC_3810
PGC036248       12203      0.0407 CGCG_012-057
PGC036250        6278     0.02094   UGC_06647
PGC036257        8615     0.02874 CGCG_012-058
PGC036265        3105     0.01036    NGC_3811
PGC036266        1465    0.004888    NGC_3813
PGC036294        3220     0.01074   UGC_06653
PGC036297        5912     0.01972 CGCG_040-031
PGC036299        6103     0.02036 NGC_3817/NED02
PGC036307        8066     0.02691 CGCG_040-032
PGC036316        6152     0.02052   UGC_06662
PGC036319        6267      0.0209    NGC_3822
PGC036325        5564     0.01856   UGC_06665
PGC036329        3862     0.01288   UGC_06660
PGC036343         973    0.003246   UGC_06667
PGC036344        1024    0.003416   UGC_06669
PGC036348        6503     0.02169    NGC_3825
PGC036358       14197     0.04736 CGCG_012-062
PGC036368        7255      0.0242 CGCG_012-063
PGC036370        5645     0.01883    NGC_3824
PGC036381        5172     0.01725   UGC_06679
PGC036419        1788    0.005964   UGC_06684
PGC036432        1003    0.003344   UGC_06685
PGC036439        5675     0.01893    NGC_3829
PGC036441        6060     0.02021    NGC_3833
PGC036444       13260     0.04423     IC_0725
PGC036447        1282    0.004276   UGC_06691
PGC036450        5968     0.01991     IC_0724
PGC036455        9565     0.03191   UGC_06696
PGC036471        5908     0.01971    NGC_3843
PGC036475        5916     0.01973    NGC_3839
PGC036489       13240     0.04416 CGCG_012-068
PGC036493        2466    0.008226    NGC_3835
PGC036504        9542     0.03183    NGC_3847
PGC036505        1320    0.004403    NGC_3838
PGC036506        1436     0.00479   NGC_3846A
PGC036519       20160     0.06725 CGCG_040-035
PGC036528         899    0.002999   UGC_06713
PGC036530        9313     0.03107    NGC_3855
PGC036536        5908     0.01971     IC_0727
PGC036539        9695     0.03234    NGC_3846
PGC036568       11196     0.03735   UGC_06716
PGC036571        2869     0.00957   UGC_06717
PGC036580        8535     0.02847     IC_0728
PGC036594        1013    0.003379 SDSS_J114454.28+020946.8
PGC036597        8151     0.02719 CGCG_012-073
PGC036607        4519     0.01507    NGC_3863
PGC036611        8214      0.0274 CGCG_012-074
PGC036613        9690     0.03232   UGC_06726
PGC036614        8121     0.02709 CGCG_012-075
PGC036618        8225     0.02744 CGCG_012-076
PGC036634        8112     0.02706 CGCG_012-077
PGC036642        3964     0.01322 CGCG_012-078
PGC036644        2892    0.009647    NGC_3876
PGC036658        6055      0.0202    NGC_3849
PGC036659        6262     0.02089   UGC_06734
PGC036660        1156    0.003856    NGC_3850
PGC036669        3043     0.01015    NGC_3869
PGC036671        5958     0.01987   UGC_06736
PGC036678        3186     0.01063    NGC_3872
PGC036686         756    0.002522    NGC_3870
PGC036699         895    0.002987    NGC_3877
PGC036703        6008     0.02004 CGCG_040-042
PGC036707        5254     0.01753 CGCG_012-079
PGC036713        2693    0.008983   UGC_06747
PGC036726        8456     0.02821   UGC_06750
PGC036750        1478    0.004931      UM_452
PGC036784        5392     0.01799 CGCG_012-082
PGC036786        5985     0.01996 CGCG_040-043
PGC036789        2408    0.008032    NGC_3888
PGC036795        9711     0.03239   UGC_06766
PGC036800        8537     0.02848   UGC_06769
PGC036811        7562     0.02522   UGC_06768
PGC036817       11930     0.03979 CGCG_040-044
PGC036824        5964     0.01989   UGC_06771
PGC036825         924    0.003081   UGC_06773
PGC036836        2385    0.007955   UGC_06774
PGC036868         732    0.002441   UGC_06776
PGC036875         967    0.003226    NGC_3893
PGC036887        1723    0.005747   UGC_06780
PGC036889        3223     0.01075    NGC_3894
PGC036893       14156     0.04722 CGCG_012-089
PGC036897         905    0.003019    NGC_3896
PGC036899        6505      0.0217   UGC_06783
PGC036902        6411     0.02139    NGC_3897
PGC036903        5950     0.01985 CGCG_012-090
PGC036907        3159     0.01054    NGC_3895
PGC036921        1176    0.003923    NGC_3898
PGC036928        6228     0.02077   NGC_3907B
PGC036930         841    0.002806   UGC_06792
PGC036941        6034     0.02013    NGC_3907
PGC036944        8205     0.02737 CGCG_012-095
PGC036950        8288     0.02764 CGCG_012-098
PGC036951        8117     0.02708 CGCG_012-099
PGC036953         961    0.003206    NGC_3906
PGC036962        7983     0.02663 CGCG_012-100
PGC036966        5121     0.01708 CGCG_040-047
PGC036969        8117     0.02708 CGCG_012-101
PGC036973        1256     0.00419   UGC_06802
PGC036988        5996        0.02   UGC_06804
PGC036998        8012     0.02673 CGCG_012-102
PGC037004        6363     0.02123   UGC_06808
PGC037010       12117     0.04042 CGCG_040-049
PGC037014        6112     0.02039    NGC_3914
PGC037016        8223     0.02743 CGCG_012-103
PGC037022        6934     0.02313   UGC_06811
PGC037023        6820     0.02275   UGC_06812
PGC037024         954    0.003182    NGC_3913
PGC037029        3032     0.01011   UGC_06814
PGC037036         965    0.003218    NGC_3917
PGC037037         888    0.002962   UGC_06816
PGC037047        5734     0.01913    NGC_3916
PGC037050         242    0.000807   UGC_06817
PGC037063        5896     0.01967    NGC_3921
PGC037072         906    0.003022    NGC_3922
PGC037073         837    0.002792   NGC_3917A
PGC037088        9884     0.03297   UGC_06826
PGC037091       15637     0.05216   UGC_06828
PGC037093        3084     0.01029   UGC_06827
PGC037100       14156     0.04722      UM_460
PGC037103       14307     0.04772 CGCG_012-106
PGC037104       22901     0.07639 CGCG_040-053
PGC037105        6379     0.02128   UGC_06831
PGC037125       22993      0.0767 CGCG_012-108
PGC037132         919    0.003065    NGC_3930
PGC037136         988    0.003296    NGC_3928
PGC037147        3888     0.01297   UGC_06838
PGC037160        5915     0.01973 CGCG_040-056
PGC037164        1046    0.003489   UGC_06840
PGC037202        1665    0.005554    UGCA_249
PGC037208        6340     0.02115   UGC_06848
PGC037217         995    0.003319   UGC_06849
PGC037222        6119     0.02041   UGC_06854
PGC037229         809    0.002699    NGC_3938
PGC037235         928    0.003095    NGC_3941
PGC037236        3151     0.01051   UGC_06858
PGC037258        1259      0.0042    NGC_3945
PGC037259        2732    0.009113   UGC_06862
PGC037276        6482     0.02162   UGC_06864
PGC037290         800    0.002669    NGC_3949
PGC037298        6500     0.02168   UGC_06871
PGC037306        1052     0.00351    NGC_3953
PGC037308        3210     0.01071     IC_2973
PGC037321        6088     0.02031   UGC_06875
PGC037336        1437    0.004793 CGCG_012-113
PGC037339        1145     0.00382     IC_0745
PGC037352        2388    0.007965   UGC_06879
PGC037358        3367     0.01123    NGC_3958
PGC037374        6055      0.0202 CGCG_040-063
PGC037380        6831     0.02279 CGCG_040-064
PGC037386        3188     0.01063    NGC_3963
PGC037400        6977     0.02327   UGC_06886
PGC037407        3214     0.01072   UGC_06890
PGC037418         849    0.002831   UGC_06894
PGC037419        6213     0.02073   UGC_06893
PGC037429        6388     0.02131    NGC_3968
PGC037430       14870      0.0496 MCG_+09-20-030
PGC037434        5810     0.01938      UM_467
PGC037438        6521     0.02175   UGC_06897
PGC037444        1892    0.006311   UGC_06903
PGC037449         590    0.001968   UGC_06900
PGC037466         852    0.002843    NGC_3972
PGC037480        9873     0.03293    NGC_3975
PGC037483        2497    0.008329    NGC_3976
PGC037488        5962     0.01989    NGC_3979
PGC037497        5807     0.01937    NGC_3977
PGC037501        6373     0.02126   UGC_06911
PGC037502        9978     0.03328    NGC_3978
PGC037506        6470     0.02158 CGCG_013-007
PGC037515        3225     0.01076     IC_2978
PGC037520        1109    0.003699    NGC_3982
PGC037521        6182     0.02062   UGC_06916
PGC037525         911    0.003038   UGC_06917
PGC037532        1283     0.00428   UGC_06919
PGC037542         948    0.003163    NGC_3985
PGC037544        3263     0.01088    NGC_3966
PGC037548        5742     0.01915 CGCG_013-008
PGC037553        1066    0.003556   UGC_06923
PGC037554        6416      0.0214   UGC_06924
PGC037556        1082    0.003609   UGC_06926
PGC037559        3123     0.01042     IC_2979
PGC037584         777    0.002592   UGC_06930
PGC037589        6326      0.0211   UGC_06929
PGC037598        1199    0.003999   UGC_06931
PGC037613        3192     0.01065    NGC_3991
PGC037614        5501     0.01835   UGC_06934
PGC037616        3086     0.01029    NGC_3994
PGC037617        1048    0.003496 MESSIER_109
PGC037618         696    0.002322    NGC_3990
PGC037624        3254     0.01085    NGC_3995
PGC037642        1040    0.003469    NGC_3998
PGC037651        5765     0.01923 CGCG_013-014
PGC037655        5850     0.01951    NGC_4006
PGC037665        5564     0.01856 CGCG_013-016
PGC037673        6252     0.02085 CGCG_013-017
PGC037678        5904     0.01969   UGC_06958
PGC037682         917    0.003059   UGC_06956
PGC037686        4183     0.01395    NGC_4012
PGC037689         905    0.003019   UGC_06955
